geoid,borough,centroid_lat,centroid_lon,population,median_income,no_vehicle_pct,transit_commute_pct,bike_commute_pct,has_citibike,coverage_status
36047112000,Brooklyn,40.666627536344215,-73.88051965027451,3398.0,74089.0,59.8,46.3,3.08,0,Gap Zone
36047077400,Brooklyn,40.63119882046429,-73.94808152517463,3392.0,86455.0,58.0,58.3,1.8,0,Gap Zone
36047073800,Brooklyn,40.622409537645254,-73.93907728024963,3383.0,52221.0,44.3,46.5,0.0,0,Gap Zone
36047011600,Brooklyn,40.63587315088187,-74.00364871928943,3368.0,47197.0,55.5,44.5,0.81,0,Gap Zone
36047099600,Brooklyn,40.63344380537932,-73.90778779538812,3354.0,73656.0,38.8,51.4,0.0,0,Gap Zone
36047039200,Brooklyn,40.59584995296473,-73.96303960175747,3351.0,54276.0,35.9,49.7,0.66,0,Gap Zone
36047048000,Brooklyn,40.63029311612957,-73.97449213712017,3345.0,35088.0,60.8,37.0,0.0,0,Gap Zone
36047095800,Brooklyn,40.64082210537127,-73.91168599983477,3337.0,70826.0,26.6,57.6,0.0,0,Gap Zone
36047117601,Brooklyn,40.68477979064334,-73.87687920570534,3334.0,73566.0,54.2,60.4,0.0,0,Gap Zone
36047018200,Brooklyn,40.61245969525535,-74.00268124575057,3332.0,66083.0,36.2,53.2,1.5,0,Gap Zone
36047028400,Brooklyn,40.60567422871933,-73.99894278387893,3328.0,58373.0,51.6,43.0,0.0,0,Gap Zone
36047041200,Brooklyn,40.60415746199876,-73.97419162053592,3312.0,115714.0,44.8,30.9,1.04,0,Gap Zone
36047046000,Brooklyn,40.63184064596579,-73.96551512614928,3302.0,78155.0,47.5,42.1,4.61,0,Gap Zone
36047077200,Brooklyn,40.63160940296051,-73.953177014753,3297.0,83971.0,41.5,60.8,0.0,0,Gap Zone
36047044400,Brooklyn,40.61576741398182,-73.96932195612747,3294.0,65500.0,53.5,44.3,3.53,0,Gap Zone
36047029000,Brooklyn,40.60317415404181,-73.99434777523491,3232.0,55545.0,63.7,48.7,0.0,0,Gap Zone
36047115200,Brooklyn,40.67326931226936,-73.89093008564927,3229.0,53135.0,40.5,45.9,0.0,0,Gap Zone
36047118201,Brooklyn,40.687908560852215,-73.87189759821284,3200.0,87180.0,56.9,54.2,0.0,0,Gap Zone
36047062600,Brooklyn,40.59233351647695,-73.93443910941473,3200.0,76125.0,27.0,32.1,0.0,0,Gap Zone
36047094402,Brooklyn,40.635081611102784,-73.92078020273495,3197.0,25208.0,77.7,79.1,0.0,0,Gap Zone
36047047200,Brooklyn,40.627036091225214,-73.98412750188851,3185.0,76833.0,52.1,14.7,0.0,0,Gap Zone
36047035000,Brooklyn,40.57756232512132,-73.97894879666536,3154.0,50599.0,47.1,49.7,0.0,0,Gap Zone
36047074400,Brooklyn,40.62232926755121,-73.94311731469314,3152.0,155417.0,13.0,16.7,2.9,0,Gap Zone
36047028800,Brooklyn,40.60451136206324,-73.99656222988366,3150.0,58000.0,53.9,64.1,0.0,0,Gap Zone
36047019400,Brooklyn,40.625836862565436,-74.00110772710946,3149.0,49309.0,30.8,37.0,3.69,0,Gap Zone
36047020800,Brooklyn,40.62597607821056,-74.00976764473648,3148.0,62723.0,53.5,41.0,18.92,0,Gap Zone
36047018000,Brooklyn,40.608300082567396,-74.00715101883787,3145.0,62637.0,43.8,58.7,0.55,0,Gap Zone
36047025400,Brooklyn,40.61669723433687,-73.98384491192155,3145.0,83637.0,43.5,23.6,4.64,0,Gap Zone
36047102600,Brooklyn,40.6296067626389,-73.89848045484561,3132.0,110592.0,18.0,44.9,0.0,0,Gap Zone
36047027800,Brooklyn,40.606858537398146,-74.00122103048909,3124.0,66113.0,49.2,55.0,0.41,0,Gap Zone
36047038600,Brooklyn,40.592349514509834,-73.9751085373185,3123.0,90219.0,31.1,29.7,0.0,0,Gap Zone
36047026000,Brooklyn,40.61691712907877,-73.99234568925492,3116.0,61118.0,44.2,44.2,2.14,0,Gap Zone
36047036001,Brooklyn,40.57578954244439,-73.96555911346728,3108.0,28952.0,76.0,39.6,0.0,0,Gap Zone
36047017200,Brooklyn,40.60888226542922,-74.01034620699869,3098.0,127188.0,17.2,44.1,2.12,0,Gap Zone
36047028200,Brooklyn,40.59962934839992,-74.00524549248469,3092.0,51646.0,37.0,52.7,0.62,0,Gap Zone
36047095000,Brooklyn,40.636248803235475,-73.9171451313409,3092.0,96607.0,39.5,59.7,0.77,0,Gap Zone
36047100400,Brooklyn,40.630649279536364,-73.90380000157556,3091.0,83872.0,31.1,39.6,0.0,0,Gap Zone
36047074200,Brooklyn,40.62699439681206,-73.94497531801404,3075.0,71940.0,43.0,46.1,0.0,0,Gap Zone
36047092200,Brooklyn,40.655240582409576,-73.90634962601708,3068.0,48095.0,58.0,51.5,0.0,0,Gap Zone
36047057800,Brooklyn,40.59943985858356,-73.95151267819914,3066.0,53939.0,46.3,50.2,1.61,0,Gap Zone
36047059403,Brooklyn,40.59527072138276,-73.94819009845831,3066.0,79148.0,49.2,59.5,4.27,0,Gap Zone
36047093000,Brooklyn,40.64992906007302,-73.91540747085959,3055.0,94188.0,29.8,55.8,0.0,0,Gap Zone
36047116600,Brooklyn,40.67456277029429,-73.8822051476623,3053.0,50625.0,56.7,48.4,0.0,0,Gap Zone
36047117602,Brooklyn,40.68623497796648,-73.87444754460454,3043.0,56970.0,65.8,57.2,0.0,0,Gap Zone
36047039800,Brooklyn,40.59544681132128,-73.97551241778879,3042.0,81078.0,33.1,43.0,2.46,0,Gap Zone
36047021800,Brooklyn,40.63435412237123,-73.99782292422617,3035.0,66169.0,38.6,17.7,3.0,0,Gap Zone
36047067800,Brooklyn,40.62614894467404,-73.92277904381086,3034.0,101944.0,20.4,58.1,0.0,0,Gap Zone
36047118202,Brooklyn,40.68866463559502,-73.86900204917158,3022.0,62237.0,62.4,56.7,0.0,0,Gap Zone
36047112200,Brooklyn,40.66372793219951,-73.88592226739152,3010.0,28778.0,57.8,65.6,0.0,0,Gap Zone
36047025600,Brooklyn,40.61499501137508,-73.98566622072042,3005.0,69181.0,27.8,59.0,1.14,0,Gap Zone
36047062200,Brooklyn,40.58409432843659,-73.93571462779906,3003.0,66313.0,37.0,20.9,1.33,0,Gap Zone
36047114600,Brooklyn,40.67920656176136,-73.89234180930445,3000.0,83476.0,49.5,59.2,0.0,0,Gap Zone
36047076000,Brooklyn,40.62135693851228,-73.95478851178949,2951.0,52021.0,48.2,49.5,0.0,0,Gap Zone
36047111000,Brooklyn,40.660566603078635,-73.88136182315861,2937.0,31674.0,84.3,76.2,0.0,0,Gap Zone
36047073600,Brooklyn,40.62403565551967,-73.93579894061808,2927.0,66213.0,36.6,48.6,0.0,0,Gap Zone
36047098800,Brooklyn,40.64300188359532,-73.89731527746575,2920.0,75662.0,33.3,71.4,0.0,0,Gap Zone
36047032800,Brooklyn,40.57636720341817,-73.99768454861801,2917.0,45603.0,59.5,43.0,0.0,0,Gap Zone
36047075000,Brooklyn,40.62656784344258,-73.94876600249536,2917.0,96207.0,39.4,37.1,0.0,0,Gap Zone
36047024200,Brooklyn,40.625867760540245,-73.99280990696433,2916.0,56250.0,34.4,17.4,2.09,0,Gap Zone
36047057600,Brooklyn,40.59987316101303,-73.94757100263766,2905.0,81711.0,45.1,48.2,1.82,0,Gap Zone
36047044000,Brooklyn,40.61303853544222,-73.9709769585625,2900.0,85000.0,43.3,49.4,0.0,0,Gap Zone
36047094401,Brooklyn,40.6387430174129,-73.92296813799398,2891.0,80064.0,33.4,48.6,0.0,0,Gap Zone
36047096400,Brooklyn,40.641950075167614,-73.90726866156255,2886.0,102639.0,40.1,56.5,0.0,0,Gap Zone
36047018800,Brooklyn,40.61747792946385,-74.00274000779935,2867.0,68304.0,31.3,39.6,0.0,0,Gap Zone
36047120000,Brooklyn,40.674877405371845,-73.86727232277748,2838.0,43546.0,60.4,46.7,0.0,0,Gap Zone
36047047400,Brooklyn,40.62868358867216,-73.98236589099957,2836.0,61544.0,45.2,16.3,0.0,0,Gap Zone
36047115000,Brooklyn,40.673922293089255,-73.88652244929399,2816.0,71429.0,50.1,57.1,0.0,0,Gap Zone
36047017800,Brooklyn,40.60696865877801,-74.00472335526428,2812.0,73417.0,37.9,50.2,2.77,0,Gap Zone
36047113400,Brooklyn,40.66777935427622,-73.89960816026351,2798.0,27170.0,88.1,69.7,0.0,0,Gap Zone
36047019200,Brooklyn,40.628458465398445,-73.9989281529402,2792.0,63807.0,44.3,35.9,2.42,0,Gap Zone
36047045200,Brooklyn,40.62017426430814,-73.9681621444554,2781.0,71890.0,29.3,28.9,0.5,0,Gap Zone
36047114202,Brooklyn,40.682479900264475,-73.89122068776814,2772.0,62241.0,54.8,52.7,1.22,0,Gap Zone
36047101000,Brooklyn,40.63602817329292,-73.89497203839886,2764.0,62330.0,47.2,54.7,0.0,0,Gap Zone
36047093400,Brooklyn,40.6489251249478,-73.91901487458696,2761.0,86641.0,29.7,59.3,0.0,0,Gap Zone
36047116000,Brooklyn,40.669419525914876,-73.88853049641396,2759.0,57462.0,41.9,41.4,0.0,0,Gap Zone
36047070601,Brooklyn,40.61655813118256,-73.90334523231965,2748.0,167857.0,8.6,11.6,0.0,0,Gap Zone
36047097400,Brooklyn,40.646984121574995,-73.89976576933513,2741.0,85234.0,28.9,50.6,0.58,0,Gap Zone
36047026200,Brooklyn,40.618728484871596,-73.99707859599471,2729.0,107760.0,33.5,44.4,0.4,0,Gap Zone
36047046400,Brooklyn,40.62465523937203,-73.97839899630556,2726.0,63654.0,40.7,20.1,2.07,0,Gap Zone
36047035601,Brooklyn,40.58087927539452,-73.96970265143891,2725.0,30450.0,53.1,46.4,0.0,0,Gap Zone
36047060600,Brooklyn,40.58646418227686,-73.95612144193011,2721.0,94722.0,43.0,42.0,0.0,0,Gap Zone
36047029200,Brooklyn,40.59677558381781,-74.00116113423704,2717.0,45708.0,58.2,58.4,0.0,0,Gap Zone
36047067000,Brooklyn,40.61272458133822,-73.922764213917,2707.0,90272.0,31.4,39.3,0.0,0,Gap Zone
36047040200,Brooklyn,40.596000921014515,-73.98272343748933,2702.0,67986.0,45.4,49.5,2.42,0,Gap Zone
36047077000,Brooklyn,40.63613612492807,-73.95382950499322,2698.0,86768.0,45.7,58.6,0.0,0,Gap Zone
36047100600,Brooklyn,40.63225328935947,-73.90088969114284,2677.0,106250.0,28.9,48.1,0.0,0,Gap Zone
36047073000,Brooklyn,40.626200382365866,-73.92985088231147,2675.0,130192.0,33.7,51.0,0.0,0,Gap Zone
36047043800,Brooklyn,40.61033014759216,-73.97109444950588,2670.0,70344.0,43.8,34.2,0.0,0,Gap Zone
36047047000,Brooklyn,40.62558898865737,-73.98675070624223,2662.0,69545.0,27.4,13.2,0.73,0,Gap Zone
36047040000,Brooklyn,40.59780877994776,-73.97613522444537,2656.0,56541.0,36.3,50.9,1.52,0,Gap Zone
36047057400,Brooklyn,40.60114988764844,-73.94433847192613,2653.0,89125.0,23.9,36.6,3.81,0,Gap Zone
36047115800,Brooklyn,40.66888091985175,-73.89216235944673,2644.0,62538.0,50.9,73.9,0.0,0,Gap Zone
36047040400,Brooklyn,40.60218572083996,-73.98541944343546,2641.0,98482.0,21.7,42.0,0.0,0,Gap Zone
36047093800,Brooklyn,40.65044690571028,-73.9245581531558,2641.0,78018.0,44.2,59.0,1.48,0,Gap Zone
36047116200,Brooklyn,40.6699381591449,-73.8850349166011,2635.0,59412.0,44.0,43.4,0.0,0,Gap Zone
36047064400,Brooklyn,40.61379651411641,-73.94247908903893,2601.0,91563.0,28.9,34.3,0.69,0,Gap Zone
36047041800,Brooklyn,40.60539997480586,-73.96485162787785,2598.0,53830.0,45.1,27.0,7.25,0,Gap Zone
36047053200,Brooklyn,40.62621959597766,-73.96025459084863,2598.0,70816.0,44.3,42.3,0.0,0,Gap Zone
36047092400,Brooklyn,40.66693315058558,-73.91147948357437,2593.0,33586.0,72.4,69.9,0.0,0,Gap Zone
36047078400,Brooklyn,40.63426238443646,-73.9429557808995,2590.0,101000.0,34.3,35.7,1.86,0,Gap Zone
36047109800,Brooklyn,40.65266176261908,-73.9016504743111,2589.0,66985.0,41.3,69.7,0.0,0,Gap Zone
36047029400,Brooklyn,40.59449836676117,-73.99956134356235,2587.0,82784.0,44.4,56.1,0.0,0,Gap Zone
36047044200,Brooklyn,40.612396562567696,-73.96559357897473,2575.0,69722.0,28.3,26.7,1.94,0,Gap Zone
36047056400,Brooklyn,40.60691583812461,-73.94337356155032,2573.0,84524.0,21.4,41.0,4.57,0,Gap Zone
36047021400,Brooklyn,40.63161038607798,-74.00318166848972,2565.0,78272.0,57.3,35.9,2.12,0,Gap Zone
36047072600,Brooklyn,40.63241390359645,-73.93387617452068,2550.0,98235.0,19.9,58.1,0.0,0,Gap Zone
36047098600,Brooklyn,40.64493646739438,-73.89431958410262,2548.0,94583.0,27.9,60.2,1.71,0,Gap Zone
36047086400,Brooklyn,40.65433898729241,-73.9238465746568,2544.0,67143.0,54.6,67.2,0.0,0,Gap Zone
36047078601,Brooklyn,40.63419735285079,-73.94795511562913,2543.0,73322.0,68.8,61.8,0.0,0,Gap Zone
36047092800,Brooklyn,40.65247930752505,-73.91177257111185,2533.0,82645.0,31.5,50.3,0.0,0,Gap Zone
36047068200,Brooklyn,40.61664690855342,-73.92413043827383,2517.0,101976.0,29.6,38.1,0.0,0,Gap Zone
36047064200,Brooklyn,40.61219747342014,-73.9463938832346,2511.0,70625.0,37.6,24.1,0.0,0,Gap Zone
36047116800,Brooklyn,40.67899084623368,-73.8825160370363,2493.0,65257.0,35.9,34.2,0.0,0,Gap Zone
36047034800,Brooklyn,40.580861839906106,-73.98296922993643,2491.0,57750.0,55.0,48.9,0.0,0,Gap Zone
36047096600,Brooklyn,40.64063989828959,-73.90314195829855,2480.0,67018.0,31.1,49.1,0.0,0,Gap Zone
36047024800,Brooklyn,40.62136294454685,-73.98999314279443,2479.0,61466.0,40.3,35.0,3.92,0,Gap Zone
36047102200,Brooklyn,40.636441292248776,-73.89001057848117,2473.0,90000.0,26.4,39.0,0.0,0,Gap Zone
36047097000,Brooklyn,40.64726004991913,-73.90735301377751,2470.0,64716.0,32.5,63.2,1.36,0,Gap Zone
36047039000,Brooklyn,40.59296920137528,-73.96442654019845,2456.0,78088.0,20.3,24.5,0.0,0,Gap Zone
36047058600,Brooklyn,40.59456401589395,-73.95461365668683,2455.0,79143.0,27.7,44.8,0.0,0,Gap Zone
36047091800,Brooklyn,40.66165272253835,-73.90458554047972,2452.0,40525.0,64.0,54.4,0.97,0,Gap Zone
36047046201,Brooklyn,40.62762293992652,-73.97351636268944,2448.0,40058.0,52.6,37.7,0.83,0,Gap Zone
36047113200,Brooklyn,40.66128847003257,-73.89888850604683,2444.0,47667.0,61.5,56.8,0.85,0,Gap Zone
36047092000,Brooklyn,40.65856441657071,-73.90298759678831,2440.0,39005.0,62.4,53.3,0.0,0,Gap Zone
36047055800,Brooklyn,40.60365365588263,-73.95537792405236,2438.0,68994.0,53.6,36.8,0.0,0,Gap Zone
36047056600,Brooklyn,40.60285254115712,-73.94140350303151,2430.0,79236.0,32.9,47.0,0.4,0,Gap Zone
36047017600,Brooklyn,40.6012297215741,-74.00990581672899,2428.0,102344.0,33.9,45.2,0.0,0,Gap Zone
36047027000,Brooklyn,40.6058611348759,-73.98998506495539,2416.0,43269.0,40.9,27.0,0.0,0,Gap Zone
36047005000,Brooklyn,40.62444138331281,-74.04555183294687,2409.0,127431.0,19.7,32.2,0.0,0,Gap Zone
36047072200,Brooklyn,40.63199980329001,-73.92438874432001,2396.0,54583.0,24.6,37.2,0.5,0,Gap Zone
36047117201,Brooklyn,40.68081166668909,-73.8875147974538,2365.0,62273.0,33.4,52.8,0.73,0,Gap Zone
36047005301,Brooklyn,40.676671764763825,-74.02597546672126,2352.0,166302.0,26.7,25.3,12.27,0,Gap Zone
36047059600,Brooklyn,40.59109678603977,-73.94005652134562,2344.0,53212.0,37.9,33.3,0.0,0,Gap Zone
36047058200,Brooklyn,40.5985398820107,-73.95926184931113,2340.0,54567.0,57.5,57.9,0.0,0,Gap Zone
36047074600,Brooklyn,40.61860943775746,-73.94263493894051,2328.0,106923.0,33.8,33.1,3.23,0,Gap Zone
36047020000,Brooklyn,40.62068903395499,-74.00881965275815,2306.0,91750.0,37.9,47.6,4.39,0,Gap Zone
36047017400,Brooklyn,40.602535486576485,-74.0125426767592,2293.0,101701.0,21.5,46.1,0.79,0,Gap Zone
36047100800,Brooklyn,40.634133154320544,-73.8980664520378,2292.0,89191.0,39.1,59.4,0.0,0,Gap Zone
36047004400,Brooklyn,40.63230570271149,-74.0442713343388,2269.0,135474.0,23.2,45.3,6.77,0,Gap Zone
36047099200,Brooklyn,40.63740348486447,-73.90128448305995,2258.0,88429.0,11.8,43.3,0.0,0,Gap Zone
36047041600,Brooklyn,40.60241123400086,-73.96348640957589,2248.0,62050.0,31.8,38.0,2.73,0,Gap Zone
36047089800,Brooklyn,40.66278614758227,-73.91370768873782,2238.0,76726.0,67.2,80.4,0.0,0,Gap Zone
36047078602,Brooklyn,40.63463884806183,-73.946135927305,2232.0,70060.0,58.9,57.1,0.0,0,Gap Zone
36047064600,Brooklyn,40.61591474780711,-73.93953515550406,2231.0,92394.0,14.2,32.9,0.0,0,Gap Zone
36047101200,Brooklyn,40.639726523124956,-73.89366769378354,2231.0,89773.0,27.8,43.2,0.0,0,Gap Zone
36047069200,Brooklyn,40.62367548626251,-73.92008881953774,2226.0,96375.0,26.1,38.1,0.0,0,Gap Zone
36047036400,Brooklyn,40.58016139634137,-73.96386375776518,2216.0,56682.0,64.6,48.3,0.41,0,Gap Zone
36047045600,Brooklyn,40.62616307316838,-73.96662058395111,2207.0,83289.0,56.0,38.7,0.0,0,Gap Zone
36047078000,Brooklyn,40.63449792834824,-73.93914858208707,2194.0,110625.0,12.9,56.2,0.0,0,Gap Zone
36047054800,Brooklyn,40.609252629783946,-73.94837713239127,2191.0,83750.0,34.6,30.5,2.05,0,Gap Zone
36047046800,Brooklyn,40.62149651771325,-73.98065339862245,2168.0,39262.0,54.8,23.2,0.0,0,Gap Zone
36047073200,Brooklyn,40.627929647137336,-73.93360642191651,2163.0,70250.0,15.9,36.7,0.0,0,Gap Zone
36047102400,Brooklyn,40.63292842675474,-73.89327559613791,2160.0,76724.0,23.3,27.2,0.0,0,Gap Zone
36047076600,Brooklyn,40.63318714493112,-73.95684202668919,2150.0,76964.0,60.7,45.6,0.0,0,Gap Zone
36047094600,Brooklyn,40.64461692074791,-73.9232797566214,2149.0,90750.0,23.7,62.3,0.0,0,Gap Zone
36047078801,Brooklyn,40.63742278883193,-73.95030759769209,2125.0,56314.0,53.4,65.4,0.0,0,Gap Zone
36047016800,Brooklyn,40.602994512061024,-74.01679295483663,2122.0,111673.0,18.2,42.2,0.0,0,Gap Zone
36047018600,Brooklyn,40.61564392892386,-74.00510635141939,2115.0,77500.0,30.6,65.1,0.0,0,Gap Zone
36047018400,Brooklyn,40.61370536887585,-74.00714461005232,2112.0,69844.0,29.4,56.1,1.85,0,Gap Zone
36047064800,Brooklyn,40.61768980280375,-73.93646018118753,2079.0,115669.0,16.7,23.2,0.0,0,Gap Zone
36047034000,Brooklyn,40.572322239849825,-73.99647644380984,2071.0,30194.0,60.2,31.9,3.51,0,Gap Zone
36047019800,Brooklyn,40.61935937765125,-74.00661762698626,2057.0,81719.0,23.7,40.7,1.26,0,Gap Zone
36047063800,Brooklyn,40.606668122558446,-73.93881050386153,2055.0,87375.0,19.2,42.6,1.56,0,Gap Zone
36047067600,Brooklyn,40.62499499748043,-73.92720103756506,2045.0,106833.0,16.7,45.0,0.0,0,Gap Zone
36047072000,Brooklyn,40.62885028098551,-73.92004674001123,2042.0,72305.0,33.5,47.9,0.0,0,Gap Zone
36047039600,Brooklyn,40.5973496231672,-73.9697067518024,2028.0,82868.0,24.6,30.3,0.0,0,Gap Zone
36047101400,Brooklyn,40.64166258112293,-73.89067346721225,2025.0,72367.0,23.0,52.3,0.0,0,Gap Zone
36047120200,Brooklyn,40.67634138600929,-73.86436397857672,2025.0,114153.0,26.2,40.9,0.0,0,Gap Zone
36047075600,Brooklyn,40.61685625489832,-73.94798942737472,1999.0,87396.0,11.0,18.7,1.05,0,Gap Zone
36047083600,Brooklyn,40.63710285161227,-73.9351273201826,1994.0,91378.0,23.4,40.2,1.64,0,Gap Zone
36047067400,Brooklyn,40.619830520366044,-73.93027232542457,1993.0,129028.0,16.2,37.3,0.0,0,Gap Zone
36047099400,Brooklyn,40.63575973568341,-73.90439926826889,1987.0,89744.0,16.5,54.0,0.0,0,Gap Zone
36047066000,Brooklyn,40.60904659919381,-73.92808004726224,1978.0,142907.0,18.4,35.8,0.0,0,Gap Zone
36047039400,Brooklyn,40.59849296737116,-73.96506909742233,1970.0,50139.0,51.2,16.7,1.44,0,Gap Zone
36047117000,Brooklyn,40.677599971769034,-73.88618103371707,1965.0,-666666666.0,72.1,47.9,0.0,0,Gap Zone
36047041402,Brooklyn,40.60242330814484,-73.9679363075321,1963.0,45625.0,42.9,37.3,4.06,0,Gap Zone
36047098400,Brooklyn,40.64657791428724,-73.8917895771875,1959.0,112450.0,26.9,45.1,0.0,0,Gap Zone
36047101800,Brooklyn,40.64285729508125,-73.88598620708387,1957.0,93243.0,24.9,30.9,3.36,0,Gap Zone
36047072400,Brooklyn,40.63410605542547,-73.92705571060539,1954.0,82218.0,33.9,46.6,0.0,0,Gap Zone
36047120803,Brooklyn,40.67166530545769,-73.86125832119788,1951.0,72451.0,51.1,35.1,0.0,0,Gap Zone
36047030600,Brooklyn,40.59115561863564,-73.9861335414988,1950.0,55278.0,32.3,54.6,0.0,0,Gap Zone
36047044600,Brooklyn,40.61523149164849,-73.97605629982192,1947.0,59464.0,36.5,48.9,0.0,0,Gap Zone
36047041000,Brooklyn,40.60097972538863,-73.97545137088305,1927.0,57000.0,35.0,44.4,0.0,0,Gap Zone
36047102000,Brooklyn,40.63837847344439,-73.88701816403689,1924.0,109565.0,13.6,16.6,0.0,0,Gap Zone
36047046202,Brooklyn,40.624585297337894,-73.97422798681619,1923.0,88092.0,22.3,22.6,3.54,0,Gap Zone
36047059000,Brooklyn,40.58999090084084,-73.95468696326502,1915.0,72292.0,59.3,62.6,0.0,0,Gap Zone
36047030800,Brooklyn,40.58655148011517,-73.97951074427857,1905.0,64545.0,31.5,45.9,0.44,0,Gap Zone
36047056200,Brooklyn,40.60451811483807,-73.94750336570425,1904.0,122292.0,13.8,26.6,3.76,0,Gap Zone
36047045400,Brooklyn,40.61868264141186,-73.96500248300858,1882.0,88456.0,35.2,29.8,0.0,0,Gap Zone
36047119000,Brooklyn,40.67905960930668,-73.8716310862816,1866.0,39021.0,76.3,82.9,0.0,0,Gap Zone
36047068000,Brooklyn,40.621376371642675,-73.9251878769069,1864.0,91625.0,35.5,47.9,0.0,0,Gap Zone
36047052800,Brooklyn,40.630847144076746,-73.96260859921078,1858.0,120156.0,31.7,36.6,0.0,0,Gap Zone
36047020400,Brooklyn,40.6233502284107,-74.01322386852942,1842.0,95855.0,28.5,34.3,0.0,0,Gap Zone
36047044800,Brooklyn,40.61812909661882,-73.9732310768987,1839.0,76364.0,36.0,34.4,1.4,0,Gap Zone
36047016600,Brooklyn,40.61870310750236,-74.01626242864918,1830.0,130417.0,6.7,28.5,0.0,0,Gap Zone
36047028000,Brooklyn,40.60101116194414,-74.00703293567972,1828.0,84076.0,33.1,50.9,0.0,0,Gap Zone
36047065400,Brooklyn,40.612948741568566,-73.93180782354486,1818.0,124750.0,3.9,32.8,0.0,0,Gap Zone
36047068800,Brooklyn,40.61721583804726,-73.91910035970271,1817.0,89750.0,27.1,42.9,0.0,0,Gap Zone
36047117800,Brooklyn,40.6816513448905,-73.87428811495018,1803.0,55938.0,32.0,32.1,0.0,0,Gap Zone
36047078802,Brooklyn,40.63752760116392,-73.94669412733619,1794.0,61635.0,64.4,67.0,8.57,0,Gap Zone
36047042000,Brooklyn,40.60923771267409,-73.96433222929613,1789.0,82606.0,40.0,36.6,0.0,0,Gap Zone
36047065600,Brooklyn,40.613010940150616,-73.93498225847732,1784.0,113676.0,20.1,32.0,0.0,0,Gap Zone
36047020200,Brooklyn,40.62202001727,-74.01102143750826,1780.0,87917.0,23.1,28.7,0.5,0,Gap Zone
36047061003,Brooklyn,40.58143118248616,-73.95869371733522,1744.0,49010.0,57.2,47.9,1.92,0,Gap Zone
36047065800,Brooklyn,40.608082827778,-73.93120057908759,1737.0,82917.0,15.9,37.2,0.0,0,Gap Zone
36047069000,Brooklyn,40.61996538975595,-73.92067009324848,1737.0,102083.0,29.8,55.9,0.0,0,Gap Zone
36047068600,Brooklyn,40.61482258359437,-73.91728162330624,1734.0,88194.0,32.9,27.0,0.0,0,Gap Zone
36047005602,Brooklyn,40.610754069940455,-74.03970491336038,1730.0,97750.0,43.4,46.0,1.69,0,Gap Zone
36047074800,Brooklyn,40.6218930890099,-73.94689572979557,1730.0,88958.0,27.9,31.6,0.0,0,Gap Zone
36047025000,Brooklyn,40.623625765030305,-73.99583821672752,1712.0,51875.0,43.0,38.8,3.05,0,Gap Zone
36047015000,Brooklyn,40.61537830097959,-74.01075855871478,1711.0,78235.0,22.9,28.4,1.0,0,Gap Zone
36047064000,Brooklyn,40.61099711710596,-73.94024629132917,1708.0,144750.0,9.0,28.3,0.66,0,Gap Zone
36047062000,Brooklyn,40.57917541313892,-73.94592833702265,1707.0,87052.0,18.2,20.4,0.0,0,Gap Zone
36047096800,Brooklyn,40.64414181250328,-73.90387691487992,1688.0,97679.0,31.3,48.1,0.0,0,Gap Zone
36047099000,Brooklyn,40.639370346955076,-73.89856198458858,1688.0,88537.0,23.1,42.4,0.0,0,Gap Zone
36047093200,Brooklyn,40.637567648528886,-73.92950913347987,1576.0,36042.0,56.2,84.3,0.0,0,Gap Zone
36047067200,Brooklyn,40.618747149190575,-73.9278042233194,1566.0,79728.0,29.6,48.4,0.0,0,Gap Zone
36047096200,Brooklyn,40.6450267527126,-73.91051735955101,1557.0,84048.0,19.0,60.2,0.0,0,Gap Zone
36047061600,Brooklyn,40.57562413507829,-73.94043347245419,1556.0,172462.0,18.9,30.3,0.0,0,Gap Zone
36047093600,Brooklyn,40.64879627795818,-73.92158372269624,1555.0,74402.0,39.5,46.0,0.0,0,Gap Zone
36047101600,Brooklyn,40.643302990506385,-73.88814087496017,1555.0,122125.0,3.4,33.2,0.0,0,Gap Zone
36047069800,Brooklyn,40.61244423770612,-73.91589101933397,1548.0,138688.0,6.5,15.5,0.0,0,Gap Zone
36047003800,Brooklyn,40.635926034810524,-74.04411852554769,1514.0,142644.0,26.8,21.0,0.0,0,Gap Zone
36047063200,Brooklyn,40.599760407234854,-73.93156834386761,1491.0,87667.0,15.5,37.6,1.89,0,Gap Zone
36047075800,Brooklyn,40.61647509763437,-73.95196195950844,1454.0,55061.0,40.8,37.3,0.0,0,Gap Zone
36047035200,Brooklyn,40.571428441170454,-73.97961870132319,1439.0,12110.0,89.9,69.0,0.0,0,Gap Zone
36047056800,Brooklyn,40.602671686578375,-73.93781849954883,1428.0,88661.0,21.3,43.5,0.0,0,Gap Zone
36047070000,Brooklyn,40.62004590526765,-73.90674084595209,1427.0,90522.0,22.9,24.5,0.0,0,Gap Zone
36047073400,Brooklyn,40.62781535118831,-73.93747782314863,1390.0,96944.0,31.9,34.8,0.0,0,Gap Zone
36047065000,Brooklyn,40.61997854307939,-73.93364663363185,1362.0,85022.0,33.6,28.6,0.0,0,Gap Zone
36047066200,Brooklyn,40.609305184188834,-73.92437207540158,1347.0,70662.0,21.4,48.4,0.0,0,Gap Zone
36047102801,Brooklyn,40.63117504300364,-73.88975567902635,1250.0,72121.0,17.4,23.4,0.0,0,Gap Zone
